id,name_en,name_kr,hp,attack,defense,sp_attack,sp_defense,speed,evolutionLevel,evolutionTargetId,type_1,type_2,male_ratio_pct,egg_group_1,egg_group_2,hatch_counter,ability_1,ability_2,hidden_ability,exp_group,catch_rate,base_exp_yield,ev_yield_stat_1,ev_yield_amount_1,ev_yield_stat_2,ev_yield_amount_2,ev_yield_stat_3,ev_yield_amount_3,base_friendship,category_en,category_kr,height_m,weight_kg,pokedex_entry_en,pokedex_entry_kr
62,Poliwrath,강챙이,90,95,95,70,90,70,0,0,WATER,FIGHTING,50,WATER 1,NONE,20,Water Absorb,Damp,Swift Swim,MEDIUM_SLOW,45,230,DEFENSE,3,NONE,0,NONE,0,50,Tadpole Pokemon,올챙이포켓몬,1.3,54,"An adept swimmer, it knows the front crawl, butterfly, and more. It is faster than the best human swimmers.",수영이 특기로 크롤이나 접영이 가능하다. 올림픽 선수도 이길 수 없을 만큼 빠르다.
63,Abra,캐이시,25,20,15,105,55,90,16,64,PSYCHIC,NONE,75,HUMAN-LIKE,NONE,20,Synchronize,Inner Focus,Magic Guard,MEDIUM_SLOW,200,62,SPECIAL_ATTACK,1,NONE,0,NONE,0,50,Psi Pokemon,초능력포켓몬,0.9,19.5,It sleeps for 18 hours a day. It uses a variety of extrasensory powers even while asleep.,하루에 18시간은 자고 있다. 자는 동안에도 다양한 초능력을 사용한다.
64,Kadabra,윤겔라,40,35,30,120,70,105,0,65,PSYCHIC,NONE,75,HUMAN-LIKE,NONE,20,Synchronize,Inner Focus,Magic Guard,MEDIUM_SLOW,100,140,SPECIAL_ATTACK,2,NONE,0,NONE,0,50,Psi Pokemon,초능력포켓몬,1.3,56.5,It happened one morning - a boy with extrasensory powers awoke in bed transformed into KADABRA.,어느 날 아침. 초능력 소년이 침대에서 일어나 보니 윤겔라로 변해 있었다.
65,Alakazam,후딘,55,50,45,135,95,120,0,0,PSYCHIC,NONE,75,HUMAN-LIKE,NONE,20,Synchronize,Inner Focus,Magic Guard,MEDIUM_SLOW,50,225,SPECIAL_ATTACK,3,NONE,0,NONE,0,50,Psi Pokemon,초능력포켓몬,1.5,48,"It does not like physical attacks very much. Instead, it freely uses extrasensory powers to defeat foes.",물리 기술을 사용하길 꺼리는 대신 초능력을 자유자재로 구사해 상대를 쓰러뜨린다.
66,Machop,알통몬,70,80,50,35,35,35,28,67,FIGHTING,NONE,75,HUMAN-LIKE,NONE,20,Guts,No Guard,Steadfast,MEDIUM_SLOW,180,61,ATTACK,1,NONE,0,NONE,0,50,Superpower Pokemon,괴력포켓몬,0.8,19.5,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.",몸집은 어린아이만 하지만 온몸이 근육으로 되어 있어서 어른 100명은 날려 버릴 수 있다.
67,Machoke,근육몬,80,100,70,50,60,45,0,68,FIGHTING,NONE,75,HUMAN-LIKE,NONE,20,Guts,No Guard,Steadfast,MEDIUM_SLOW,90,142,ATTACK,2,NONE,0,NONE,0,50,Superpower Pokemon,괴력포켓몬,1.5,70.5,Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.,지칠 줄 모르는 강인한 육체를 가졌다. 무거운 짐 운반하기 등의 일을 돕는다.
68,Machamp,괴력몬,90,130,80,65,85,55,0,0,FIGHTING,NONE,75,HUMAN-LIKE,NONE,20,Guts,No Guard,Steadfast,MEDIUM_SLOW,45,227,ATTACK,3,NONE,0,NONE,0,50,Superpower Pokemon,괴력포켓몬,1.6,130,"Its four ruggedly developed arms can launch a flurry of 1,000 punches in just two seconds.",발달한 4개의 팔은 2초 동안 1000번의 펀치를 날릴 수 있다.
69,Bellsprout,모다피,50,75,35,70,30,40,21,70,GRASS,POISON,50,GRASS,NONE,20,Chlorophyll,NONE,Gluttony,MEDIUM_SLOW,255,60,ATTACK,1,NONE,0,NONE,0,50,Flower Pokemon,꽃포켓몬,0.7,4,"Its bud looks like a human face. Because of the bud, it is rumored to be a type of legendary mandrake plant.",사람 얼굴 같은 봉오리 때문에 전설의 꽃 만드라고라의 일종이 아닐까 하는 소문이 돌고 있다.
70,Weepinbell,우츠동,65,90,50,85,45,55,0,71,GRASS,POISON,50,GRASS,NONE,20,Chlorophyll,NONE,Gluttony,MEDIUM_SLOW,120,137,ATTACK,2,NONE,0,NONE,0,50,Flycatcher Pokemon,파리잡이포켓몬,1,6.4,The leafy parts act as cutters for slashing foes. It spits a fluid that dissolves everything.,잎사귀 부분은 칼날이 되어 상대를 베어버린다. 입에서는 무엇이든 녹이는 액체를 뿜어낸다.
71,Victreebel,우츠보트,80,105,65,100,70,70,0,0,GRASS,POISON,50,GRASS,NONE,20,Chlorophyll,NONE,Gluttony,MEDIUM_SLOW,45,221,ATTACK,3,NONE,0,NONE,0,50,Flycatcher Pokemon,파리잡이포켓몬,1.7,15.5,Lures prey into its mouth with a honeylike aroma. The helpless prey is melted with a dissolving fluid.,꿀 같은 향기에 꾀어 입 안으로 들어가면 끝장. 용해액에 녹아버린다.
72,Tentacool,왕눈해,40,40,35,50,100,70,30,73,WATER,POISON,50,WATER 3,NONE,20,Clear Body,Liquid Ooze,Rain Dish,SLOW,190,67,SPECIAL_DEFENSE,1,NONE,0,NONE,0,50,Jellyfish Pokemon,해파리포켓몬,0.9,45.5,"Its eyes are as transparent as crystals. From them, it shoots mysterious beams of light.",수정처럼 투명한 눈알에서 이상하게 빛나는 빔을 발사한다.
73,Tentacruel,독파리,80,70,65,80,120,100,0,0,WATER,POISON,50,WATER 3,NONE,20,Clear Body,Liquid Ooze,Rain Dish,SLOW,60,180,SPECIAL_DEFENSE,2,NONE,0,NONE,0,50,Jellyfish Pokemon,해파리포켓몬,1.6,55,"It has 80 tentacles that move about freely. They can sting, causing poisoning and sharp, stabbing pain.",80개의 촉수가 자유롭게 움직인다. 쏘이면 독에 걸려 날카로운 고통이 닥친다.
74,Geodude,꼬마돌,40,80,100,30,30,20,25,75,ROCK,GROUND,50,MINERAL,NONE,15,Rock Head,Sturdy,Sand Veil,MEDIUM_SLOW,255,60,DEFENSE,1,NONE,0,NONE,0,50,Rock Pokemon,암석포켓몬,0.4,20,Its round form makes it easy to pick up. Some people have used them to hurl at each other in a snowball fight.,둥글어서 들기 쉬우므로 붙잡아 상대에게 내던지는 꼬마돌 싸움이 가능하다.
75,Graveler,데구리,55,95,115,45,45,35,0,76,ROCK,GROUND,50,MINERAL,NONE,15,Rock Head,Sturdy,Sand Veil,MEDIUM_SLOW,120,137,DEFENSE,2,NONE,0,NONE,0,50,Rock Pokemon,암석포켓몬,1,105,Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing.,산 속의 언덕길을 걷고 있으면 데구리가 굴러오는 때가 있다.
76,Golem,딱구리,80,120,130,55,65,45,0,0,ROCK,GROUND,50,MINERAL,NONE,15,Rock Head,Sturdy,Sand Veil,MEDIUM_SLOW,45,223,DEFENSE,3,NONE,0,NONE,0,50,Megaton Pokemon,메가톤포켓몬,1.4,300,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.,암반처럼 단단한 껍질로 덮였다. 1년에 1번 탈피해서 커진다.
77,Ponyta,포니타,50,85,55,65,65,90,40,78,FIRE,NONE,50,FIELD,NONE,20,Run Away,Flash Fire,Flame Body,MEDIUM_FAST,190,82,SPEED,1,NONE,0,NONE,0,50,Fire Horse Pokemon,불의말포켓몬,1,30,"Its body is light, and its legs are incredibly powerful. It can clear Ayers Rock in one leap.",몸이 가볍고 다리의 힘이 매우 굉장하다. 1번 점프해서 도쿄 타워도 뛰어넘는다.
78,Rapidash,날쌩마,65,100,70,80,80,105,0,0,FIRE,NONE,50,FIELD,NONE,20,Run Away,Flash Fire,Flame Body,MEDIUM_FAST,60,175,SPEED,2,NONE,0,NONE,0,50,Fire Horse Pokemon,불의말포켓몬,1.7,95,It can gallop at a top speed of 150 miles per hour. It can race as fast as a bullet train while ablaze.,시속은 최고 240km. 활활 타면서 신칸센과 똑같은 스피드로 앞지른다.
79,Slowpoke,야돈,90,65,65,40,40,15,37,80,WATER,PSYCHIC,50,MONSTER,WATER 1,20,Oblivious,Own Tempo,Regenerator,MEDIUM_SLOW,190,63,HP,1,NONE,0,NONE,0,50,Dopey Pokemon,얼간이포켓몬,1.2,36,"It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail.",항상 멍하니 있어서 무슨 생각을 하고 있는지 알 수 없다. 꼬리로 먹이를 낚는 것이 특기다.
80,Slowbro,야도란,95,75,110,100,80,30,0,0,WATER,PSYCHIC,50,MONSTER,WATER 1,20,Oblivious,Own Tempo,Regenerator,MEDIUM_SLOW,75,172,DEFENSE,2,NONE,0,NONE,0,50,Hermit Crab Pokemon,기생포켓몬,1.6,78.5,"When a SLOWPOKE went hunting in the sea, its tail was bitten by a SHELLDER. That made it evolve into SLOWBRO.",야돈이 바다로 먹이를 잡으러 갔다가 셀러에게 꼬리를 물려 야도란이 되었다.
81,Magnemite,코일,25,35,70,95,55,45,30,82,ELECTRIC,STEEL,-1,MINERAL,NONE,20,Magnet Pull,Sturdy,Analytic,MEDIUM_FAST,190,65,SPECIAL_ATTACK,1,NONE,0,NONE,0,50,Magnet Pokemon,자석포켓몬,0.3,6,It moves while constantly hovering. It discharges THUNDER WAVE and so on from the units at its sides.,공중에 뜬 채로 이동하여 좌우의 유닛에서 전기자석파를 방사한다.
82,Magneton,레어코일,50,60,95,120,70,70,0,0,ELECTRIC,STEEL,-1,MINERAL,NONE,20,Magnet Pull,Sturdy,Analytic,MEDIUM_FAST,60,163,SPECIAL_ATTACK,2,NONE,0,NONE,0,50,Magnet Pokemon,자석포켓몬,1,60,A linked cluster formed of several MAGNEMITE. It discharges powerful magnetic waves at high voltage.,다수의 코일이 연결되어 강력한 자기장과 높은 전압을 방사한다.
83,Farfetch'd,파오리,52,90,55,58,62,60,0,0,NORMAL,FLYING,50,FLYING,FIELD,20,Keen Eye,Inner Focus,Defiant,MEDIUM_FAST,45,132,ATTACK,1,NONE,0,NONE,0,50,Wild Duck Pokemon,청둥오리포켓몬,0.8,15,It always walks about with a plant stalk clamped in its beak. The stalk is used for building its nest.,자신의 둥지를 만들기 위해서 식물의 줄기 하나를 항상 들고 걷는다.
84,Doduo,두두,35,85,45,35,35,75,31,85,NORMAL,FLYING,50,FLYING,NONE,20,Run Away,Early Bird,Tangled Feet,MEDIUM_FAST,190,62,ATTACK,1,NONE,0,NONE,0,50,Twin Bird Pokemon,쌍둥이새포켓몬,1.4,39.2,A two-headed POKEMON that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour.,돌연변이로 발견된 두 개의 머리를 지닌 포켓몬이다. 시속 100km로 달린다.
85,Dodrio,두트리오,60,110,70,60,60,110,0,0,NORMAL,FLYING,50,FLYING,NONE,20,Run Away,Early Bird,Tangled Feet,MEDIUM_FAST,45,165,ATTACK,2,NONE,0,NONE,0,50,Triple Bird Pokemon,세쌍둥이새포켓몬,1.8,85.2,"An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger.","좀처럼 발견하기 힘든 진귀한 종이다. 3개의 머리는 기쁨, 슬픔, 분노의 감정을 나타낸다."
86,Seel,쥬쥬,65,45,55,45,70,45,34,87,WATER,NONE,50,WATER 1,FIELD,20,Thick Fat,Hydration,Ice Body,MEDIUM_FAST,190,65,SPECIAL_DEFENSE,1,NONE,0,NONE,0,50,Sea Lion Pokemon,강치포켓몬,1.1,90,"Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit.",하늘색의 털로 뒤덮인 피부는 두껍고 튼튼하다. 영하 40도라도 활동할 수 있다.
87,Dewgong,쥬레곤,90,70,80,70,95,70,0,0,WATER,ICE,50,WATER 1,FIELD,20,Thick Fat,Hydration,Ice Body,MEDIUM_FAST,75,166,SPECIAL_DEFENSE,2,NONE,0,NONE,0,50,Sea Lion Pokemon,강치포켓몬,1.7,120,"Its body is covered with a pure white fur. The colder the weather, the more active it becomes.",전신이 새햐얀 털로 뒤덮여 있다. 추위에 강해서 오히려 추울수록 힘이 넘쳐 난다.
88,Grimer,질퍽이,80,80,50,40,50,25,38,89,POISON,NONE,50,AMORPHOUS,NONE,20,Stench,Sticky Hold,Poison Touch,MEDIUM_FAST,190,65,HP,1,NONE,0,NONE,0,50,Sludge Pokemon,오물포켓몬,0.9,30,Sludge exposed to X rays from the moon transformed into GRIMER. It loves feeding on filthy things.,달로부터 X선을 쬔 진흙이 질퍽이로 변화했다. 더러운 것을 즐겨 먹는다.
89,Muk,질뻐기,105,105,75,65,100,50,0,0,POISON,NONE,50,AMORPHOUS,NONE,20,Stench,Sticky Hold,Poison Touch,MEDIUM_FAST,75,175,HP,1,ATTACK,1,NONE,0,50,Sludge Pokemon,오물포켓몬,1.2,30,It is usually undetectable because it blends in with the ground. Touching it can cause terrible poisoning.,평소에는 지면에 섞여있어서 알 수 없다. 몸에 닿으면 맹독에 걸린다.
90,Shellder,셀러,30,65,100,45,25,40,0,91,WATER,NONE,50,WATER 3,NONE,20,Shell Armor,Skill Link,Overcoat,SLOW,190,61,DEFENSE,1,NONE,0,NONE,0,50,Bivalve Pokemon,두조개포켓몬,0.3,4,"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender.",다이아몬드보다 딱딱한 껍질로 덮였다. 하지만 껍질 안은 의외로 말랑하다.
91,Cloyster,파르셀,50,95,180,85,45,70,0,0,WATER,ICE,50,WATER 3,NONE,20,Shell Armor,Skill Link,Overcoat,SLOW,60,184,DEFENSE,2,NONE,0,NONE,0,50,Bivalve Pokemon,두조개포켓몬,1.5,132.5,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.",껍데기가 상당히 단단하여 네이팜탄으로도 부술 수 없다. 공격할 때만 연다.
92,Gastly,고오스,30,35,30,100,35,80,25,93,GHOST,POISON,50,AMORPHOUS,NONE,20,Levitate,NONE,NONE,MEDIUM_SLOW,190,62,SPECIAL_ATTACK,1,NONE,0,NONE,0,50,Gas Pokemon,가스포켓몬,1.3,0.1,A being that exists as a thin gas. It can topple an Indian elephant by enveloping the prey in two seconds.,옅은 가스 상태의 생명체. 가스에 둘러싸이면 인도 코끼리도 2초만에 쓰러진다.
93,Haunter,고우스트,45,50,45,115,55,95,0,94,GHOST,POISON,50,AMORPHOUS,NONE,20,Levitate,NONE,NONE,MEDIUM_SLOW,90,142,SPECIAL_ATTACK,2,NONE,0,NONE,0,50,Gas Pokemon,가스포켓몬,1.6,0.1,"If you get the feeling of being watched in darkness when nobody is around, HAUNTER is there.","어둠 속에서 아무도 없는데도 누군가가 보고 있다는 느낌이 들면, 그곳에 고우스트가 있는 것이다."
94,Gengar,팬텀,60,65,60,130,75,110,0,0,GHOST,POISON,50,AMORPHOUS,NONE,20,Cursed Body,NONE,NONE,MEDIUM_SLOW,45,250,SPECIAL_ATTACK,3,NONE,0,NONE,0,50,Shadow Pokemon,그림자포켓몬,1.5,40.5,It is said to emerge from darkness to steal the lives of those who become lost in mountains.,산에서 조난하면 목숨을 빼앗기 위해 어둠 속에서 나타난다고 한다.
95,Onix,롱스톤,35,45,160,30,45,70,0,0,ROCK,GROUND,50,MINERAL,NONE,25,Rock Head,Sturdy,Weak Armor,MEDIUM_FAST,45,77,DEFENSE,1,NONE,0,NONE,0,50,Rock Snake Pokemon,돌뱀포켓몬,8.8,210,It usually lives underground. It searches for food while boring its way through the ground at 50 miles per hour.,평상시에는 땅속에 살고 있다. 땅속을 시속 80km로 파면서 먹이를 찾는다.
96,Drowzee,슬리프,60,48,45,43,90,42,26,97,PSYCHIC,NONE,50,HUMAN-LIKE,NONE,20,Insomnia,Forewarn,Inner Focus,MEDIUM_FAST,190,66,SPECIAL_DEFENSE,1,NONE,0,NONE,0,50,Hypnosis Pokemon,최면포켓몬,1,32.4,"A descendent of the legendary animal baku, which is said to eat dreams. It is skilled at hypnotism.",꿈을 먹는다는 전설의 동물 맥의 후손. 최면술이 특기다.
97,Hypno,슬리퍼,75,73,70,73,115,67,0,0,PSYCHIC,NONE,50,HUMAN-LIKE,NONE,20,Insomnia,Forewarn,Inner Focus,MEDIUM_FAST,75,169,SPECIAL_DEFENSE,2,NONE,0,NONE,0,50,Hypnosis Pokemon,최면포켓몬,1.6,75.6,It carries a pendulum-like device. There once was an incident in which it took away a child it hypnotized.,추 같은 것을 가지고 다닌다. 아이에게 최면술을 걸어서 어딘가로 데려간 사건이 있었다.
98,Krabby,크랩,30,105,90,25,25,50,28,99,WATER,NONE,50,WATER 3,NONE,20,Hyper Cutter,Shell Armor,Sheer Force,MEDIUM_FAST,225,65,ATTACK,1,NONE,0,NONE,0,50,River Crab Pokemon,게포켓몬,0.4,6.5,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,바다 근처에서 발견된다. 커다란 집게는 뜯겨도 나중에 다시 자라난다.
99,Kingler,킹크랩,55,130,115,50,50,75,0,0,WATER,NONE,50,WATER 3,NONE,20,Hyper Cutter,Shell Armor,Sheer Force,MEDIUM_FAST,60,166,ATTACK,2,NONE,0,NONE,0,50,Pincer Pokemon,집게포켓몬,1.3,60,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",단단한 집게는 1만 마력의 위력을 지녔지만 너무 커서 움직이기가 힘들다.
100,Voltorb,찌리리공,40,30,50,55,55,100,30,101,ELECTRIC,NONE,-1,MINERAL,NONE,20,Soundproof,Static,Aftermath,MEDIUM_FAST,190,66,SPEED,1,NONE,0,NONE,0,50,Ball Pokemon,볼포켓몬,0.5,10.4,A life-form whose identity is unknown. It is said to SCREECH or suddenly SELFDESTRUCT.,정체불명의 생물. 싫은소리를 내거나 갑자기 자폭하는 경우도 있다고 한다.
101,Electrode,붐볼,60,50,70,80,80,150,0,0,ELECTRIC,NONE,-1,MINERAL,NONE,20,Soundproof,Static,Aftermath,MEDIUM_FAST,60,172,SPEED,2,NONE,0,NONE,0,50,Ball Pokemon,볼포켓몬,1.2,66.6,"It explodes in response to even minor stimuli. It is feared, with the nickname of “The Bomb Ball.”",약간에 자극에도 반응하여 폭발한다. 폭탄공이라는 별명이 있을 정도로 두려움의 대상이다.
102,Exeggcute,아라리,60,40,80,60,45,40,0,103,GRASS,PSYCHIC,50,GRASS,NONE,20,Chlorophyll,NONE,Harvest,SLOW,90,65,DEFENSE,1,NONE,0,NONE,0,50,Egg Pokemon,알포켓몬,0.4,2.5,"Even though it appears to be eggs of some sort, it was discovered to be a life-form more like plant seeds.",무언가의 알 같지만 실은 식물의 씨앗에 가까운 생물이라는 사실이 드러났다.
103,Exeggutor,나시,95,95,85,125,75,55,0,0,GRASS,PSYCHIC,50,GRASS,NONE,20,Chlorophyll,NONE,Harvest,SLOW,45,186,SPECIAL_ATTACK,2,NONE,0,NONE,0,50,Coconut Pokemon,야자열매포켓몬,2,120,It is called “The Walking Tropical Rainforest.” Each of the nuts has a face and a will of its own.,걸어다니는 열대 우림이라고 불린다. 열매 하나하나에 얼굴이 있고 각각 의지를 갖고 있다.
104,Cubone,탕구리,50,50,95,40,50,35,28,105,GROUND,NONE,50,MONSTER,NONE,20,Rock Head,Lightning Rod,Battle Armor,MEDIUM_FAST,190,64,DEFENSE,1,NONE,0,NONE,0,50,Lonely Pokemon,고독포켓몬,0.4,6.5,"It wears the skull of its dead mother on its head. When it becomes lonesome, it is said to cry loudly.",죽은 어미의 해골을 머리에 쓰고 있다. 외로울 때는 큰 소리로 운다고 한다.
105,Marowak,텅구리,60,80,110,50,80,45,0,0,GROUND,NONE,50,MONSTER,NONE,20,Rock Head,Lightning Rod,Battle Armor,MEDIUM_FAST,75,149,DEFENSE,2,NONE,0,NONE,0,50,Bone Keeper Pokemon,뼈다귀포켓몬,1,45,It is small and was originally very weak. Its temperament turned ferocious when it began using bones.,몸집도 작으며 원래는 약했다. 뼈를 쓰기 시작하면서 성격이 흉포해졌다.
106,Hitmonlee,시라소몬,50,120,53,35,110,87,0,0,FIGHTING,NONE,100,HUMAN-LIKE,NONE,25,Limber,Reckless,Unburden,MEDIUM_FAST,45,159,ATTACK,2,NONE,0,NONE,0,50,Kicking Pokemon,킥포켓몬,1.5,49.8,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.,다리를 자유자재로 늘였다 줄였다 한다. 멀리 떨어져 있을 때도 상대를 차올릴 수 있다.
107,Hitmonchan,홍수몬,50,105,79,35,110,76,0,0,FIGHTING,NONE,100,HUMAN-LIKE,NONE,25,Keen Eye,Iron Fist,Inner Focus,MEDIUM_FAST,45,159,SPECIAL_DEFENSE,2,NONE,0,NONE,0,50,Punching Pokemon,펀치포켓몬,1.4,50.2,The spirit of a pro boxer has infused this POK?MON. It throws punches that are faster than a bullet train.,프로 복서의 혼에 씌었다. 펀치의 스피드는 고속열차보다도 빠르다.
108,Lickitung,내루미,90,55,75,60,75,30,0,0,NORMAL,NONE,50,MONSTER,NONE,20,Own Tempo,Oblivious,Cloud Nine,MEDIUM_FAST,45,77,HP,2,NONE,0,NONE,0,50,Licking Pokemon,핥기포켓몬,1.2,65.5,Its tongue is twice the length of its body. It can be moved like an arm for grabbing food and attacking.,혀가 키의 2배나 된다. 먹이를 잡거나 공격을 할 때면 마치 손처럼 움직인다.
109,Koffing,또가스,40,65,95,60,45,35,35,110,POISON,NONE,50,AMORPHOUS,NONE,20,Levitate,Neutralizing Gas,Stench,MEDIUM_FAST,190,68,DEFENSE,1,NONE,0,NONE,0,50,Poison Gas Pokemon,독가스포켓몬,0.6,1,"Its thin, balloon-like body is inflated by horribly toxic gases. It reeks when it is nearby.",얇고 풍선 같은 몸에 맹독 가스가 차있다. 가까이 오면 역겨운 냄새가 난다.
110,Weezing,또도가스,65,90,120,85,70,60,0,0,POISON,NONE,50,AMORPHOUS,NONE,20,Levitate,Neutralizing Gas,Stench,MEDIUM_FAST,60,172,DEFENSE,2,NONE,0,NONE,0,50,Poison Gas Pokemon,독가스포켓몬,1.2,9.5,"Very rarely, a sudden mutation can result in two small KOFFING twins becoming conjoined as a WEEZING.",극히 드물게 돌연변이로 쌍둥이의 작은 또가스가 연결된 채 나올 때가 있다.
111,Rhyhorn,뿔카노,80,85,95,30,30,25,42,112,GROUND,ROCK,50,MONSTER,FIELD,20,Lightning Rod,Rock Head,Reckless,SLOW,120,69,DEFENSE,1,NONE,0,NONE,0,50,Spikes Pokemon,뿔포켓몬,1,115,"Strong, but not too bright, this POKEMON can shatter even a skyscraper with its charging TACKLES.",머리는 나쁘지만 힘이 세서 고층 빌딩도 몸통박치기로 산산조각 낸다.
112,Rhydon,코뿌리,105,130,120,45,45,40,0,0,GROUND,ROCK,50,MONSTER,FIELD,20,Lightning Rod,Rock Head,Reckless,SLOW,60,170,ATTACK,2,NONE,0,NONE,0,50,Drill Pokemon,드릴포켓몬,1.9,120,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.,진화하여 뒷다리만으로 서게 되었다. 뿔에 찔리면 암석에도 구멍이 뚫리고 만다.
113,Chansey,럭키,250,5,5,35,105,50,0,0,NORMAL,NONE,0,FAIRY,NONE,40,Natural Cure,Serene Grace,Healer,FAST,30,395,HP,2,NONE,0,NONE,0,140,Egg Pokemon,알포켓몬,1.1,34.6,It lays several eggs a day. The eggs are apparently rich in nutrients and extremely delicious.,하루에 몇 개씩 알을 낳는다. 그 알은 영양 만점으로 아주 맛있다는 듯 하다.
114,Tangela,덩쿠리,65,55,115,100,40,60,0,0,GRASS,NONE,50,GRASS,NONE,20,Chlorophyll,Leaf Guard,Regenerator,MEDIUM_FAST,45,87,DEFENSE,1,NONE,0,NONE,0,50,Vine Pokemon,덩굴포켓몬,1,35,Blue plant vines cloak the POKEMON’s identity in a tangled mass. It entangles anything that gets close.,파란 덩굴이 뒤엉켜서 정체불명이다. 다가오는 것을 덩굴로 휘감는다.
115,Kangaskhan,캥카,105,95,80,40,80,90,0,0,NORMAL,NONE,0,MONSTER,NONE,20,Early Bird,Scrappy,Inner Focus,MEDIUM_FAST,45,172,HP,2,NONE,0,NONE,0,50,Parent Pokemon,가족포켓몬,2.2,80,The female raises its offspring in a pouch on its belly. It is skilled at attacking using COMET PUNCH.,암컷은 배의 주머니에 새끼를 넣어 기른다. 연속펀치 공격이 특기.
116,Horsea,쏘드라,30,40,70,70,25,60,32,117,WATER,NONE,50,WATER 1,DRAGON,20,Swift Swim,Sniper,Damp,MEDIUM_FAST,225,59,SPECIAL_ATTACK,1,NONE,0,NONE,0,50,Dragon Pokemon,드래곤포켓몬,0.4,8,"It maintains balance using its tail, which is wound up like a coil. It may spray ink from its mouth.",용수철처럼 칭칭 감아서 꼬리로 몸의 밸런스를 잡는다. 입에서 먹물을 뿜는 경우가 있다.
117,Seadra,시드라,55,65,95,95,45,85,0,0,WATER,NONE,50,WATER 1,DRAGON,20,Poison Point,Sniper,Damp,MEDIUM_FAST,75,154,DEFENSE,1,SPECIAL_ATTACK,1,NONE,0,50,Dragon Pokemon,드래곤포켓몬,1.2,25,Its body bristles with sharp spikes. Carelessly trying to touch it could cause fainting from the spikes.,섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.
118,Goldeen,콘치,45,67,60,35,50,63,33,119,WATER,NONE,50,WATER 2,NONE,20,Swift Swim,Water Veil,Lightning Rod,MEDIUM_FAST,225,64,ATTACK,1,NONE,0,NONE,0,50,Goldfish Pokemon,금붕어포켓몬,0.6,15,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.,등지느러미와 가슴지느러미가 근육처럼 발달했으며 물속을 5노트의 스피드로 헤엄친다.
119,Seaking,왕콘치,80,92,65,65,80,68,0,0,WATER,NONE,50,WATER 2,NONE,20,Swift Swim,Water Veil,Lightning Rod,MEDIUM_FAST,60,158,ATTACK,2,NONE,0,NONE,0,50,Goldfish Pokemon,금붕어포켓몬,1.3,39,The horn on its head is sharp like a drill. It bores a hole in a boulder to make its nest.,드릴처럼 뾰족한 뿔로 바위에 구멍을 뚫고 자신의 집을 만든다.
120,Staryu,별가사리,30,45,55,70,55,85,0,121,WATER,NONE,-1,WATER 3,NONE,20,Illuminate,Nature Cure,Analytic,SLOW,225,68,SPEED,1,NONE,0,NONE,0,50,Star Shape Pokemon,별포켓몬,0.8,34.5,"It appears in large numbers by seashores. At night, its central core flashes with a red light.",바닷가에 많이 나타나고 밤이 되면 한가운데가 빨갛게 깜빡거린다.
121,Starmie,아쿠스타,60,75,85,100,85,115,0,0,WATER,PSYCHIC,-1,WATER 3,NONE,20,Illuminate,Nature Cure,Analytic,SLOW,60,182,SPEED,2,NONE,0,NONE,0,50,Mysterious Pokemon,수수께끼포켓몬,1.1,80,"This POKEMON has a geometric body. Because of its body, the locals suspect that it is an alien creature.",기하학적인 몸 때문에 그 지역에서는 우주생물이 아니냐며 의심하는 중이다.
122,Mr. Mime,마임맨,40,45,65,100,120,90,0,0,PSYCHIC,FAIRY,50,HUMAN-LIKE,NONE,25,Soundproof,Filter,Technician,MEDIUM_FAST,45,161,SPECIAL_DEFENSE,2,NONE,0,NONE,0,50,Barrier Pokemon,배리어포켓몬,1.3,54.5,It is adept at conning people. It is said to be able to create walls out of thin air by miming.,사람 속이기를 잘한다. 팬터마임으로 만든 벽이 정말로 나타난다고 한다.
123,Scyther,스라크,70,110,80,55,80,105,0,0,BUG,FLYING,50,BUG,NONE,25,Swarm,Technician,Steadfast,MEDIUM_FAST,45,100,ATTACK,1,NONE,0,NONE,0,50,Mantis Pokemon,버마재비포켓몬,1.5,56,It tears and shreds prey with its wickedly sharp scythes. It very rarely spreads its wings to fly.,날카로운 낫으로 먹잇감을 베고 숨통을 끊는다. 매우 드물게 날개를 사용해서 난다.
